prospect_id,referrer_member_id,contact_id,annual_meeting_id,first_touch,interest_score,note
PROM5UEZZU,M026,P00401,AM-2025,2025-06-25T11:49:00,2,Asked about pricing
PROFLC80V9,M026,P00001,AM-2025,2025-06-25T09:31:00,4,Considering upgrade to Enterprise
PROICPXS5Z,M026,P00223,AM-2024,2025-06-25T10:34:00,5,Follow up after event
PROPTYH3V2,M026,P00149,AM-2025,2025-06-25T17:03:00,3,Follow up after event
PROGOL0DW5,M026,P00230,AM-2025,2025-06-25T17:49:00,4,Follow up after event
PROVGE2VYZ,M026,P00233,AM-2025,2025-06-25T19:56:00,3,Interested in demo
PROSZY9BEQ,M030,P00019,AM-2025,2025-06-25T19:08:00,3,Wants case study
PROMSOACI5,M030,P00176,AM-2025,2025-06-25T12:16:00,5,Wants case study
PROUZXLMA2,M030,P00316,AM-2024,2025-06-25T15:26:00,5,Interested in demo
PROHRFLDGS,M030,P00058,AM-2024,2025-06-25T14:35:00,4,
PRO5COKCKP,M030,P00193,AM-2025,2025-06-25T20:45:00,2,Referred by current member
PRON6WQH27,M030,P00230,AM-2025,2025-06-25T13:05:00,1,Asked about pricing
PRONRAIIH3,M030,P00242,AM-2025,2025-06-25T14:26:00,2,Wants to host a chapter event
PROKUH6SV2,M030,P00219,AM-2025,2025-06-25T17:56:00,1,Asked about pricing
PROZRUKFI8,M030,P00054,AM-2025,2025-06-25T19:04:00,4,Follow up after event
PROGUS96C3,M030,P00314,AM-2024,2025-06-25T11:58:00,3,Interested in demo
PROWY2Z3M2,M030,P00057,AM-2025,2025-06-25T19:11:00,5,Interested in demo
PROZP2PP78,M030,P00274,AM-2025,2025-06-25T09:33:00,2,Follow up after event
PROEGJTZ8I,M030,P00385,AM-2025,2025-06-25T10:27:00,1,Wants to host a chapter event
PROV7ZENHQ,M030,P00087,AM-2024,2025-06-25T13:52:00,4,
PRO6G98N58,M030,P00077,AM-2025,2025-06-25T14:14:00,1,Interested in demo
PROABL4AQD,M030,P00076,AM-2024,2025-06-25T19:31:00,5,Follow up after event
PROWJJ536W,M030,P00111,AM-2024,2025-06-25T20:25:00,5,Asked about pricing
PRO0VAO77N,M030,P00083,AM-2025,2025-06-25T11:34:00,4,Asked about pricing
PROH82INB1,M030,P00287,AM-2025,2025-06-25T12:43:00,2,Interested in demo
PROZ1UIBVA,M030,P00312,AM-2025,2025-06-25T17:51:00,3,Interested in demo
PROFPTFHVG,M030,P00180,AM-2025,2025-06-25T11:35:00,3,Wants case study
PRO76EUOBJ,M030,P00115,AM-2024,2025-06-25T20:06:00,4,Follow up after event
PRO8KM8FER,M030,P00241,AM-2025,2025-06-25T14:20:00,5,Interested in demo
PROSN7ELTD,M030,P00026,AM-2024,2025-06-25T18:56:00,5,Renewal candidate
PROESFKBCJ,M030,P00031,AM-2024,2025-06-25T20:22:00,5,Referred by current member
PROYCYH44Q,M030,P00090,AM-2025,2025-06-25T12:56:00,2,Asked about pricing
PROXWMYFQD,M030,P00244,AM-2025,2025-06-25T10:34:00,2,Follow up after event
PROPMVR2T4,M030,P00199,AM-2024,2025-06-25T18:22:00,2,Follow up after event
PROK667GFD,M030,P00003,AM-2025,2025-06-25T10:32:00,3,Follow up after event
PROJ8NCEQN,M030,P00192,AM-2025,2025-06-25T12:01:00,4,Asked about pricing
PROTI7X1PC,M030,P00021,AM-2024,2025-06-25T15:42:00,1,Wants case study
PRO0933NXE,M030,P00271,AM-2024,2025-06-25T14:56:00,3,Considering upgrade to Enterprise
PROGROWVJ5,M030,P00184,AM-2025,2025-06-25T16:40:00,3,Interested in demo
PRO9SV1IB3,M030,P00284,AM-2025,2025-06-25T20:50:00,5,Interested in demo
PRO2H5X7U5,M030,P00094,AM-2025,2025-06-25T09:58:00,5,Interested in demo
PROTYNC5C5,M030,P00106,AM-2024,2025-06-25T12:58:00,5,Follow up after event
PRON0OAKUY,M030,P00389,AM-2025,2025-06-25T14:42:00,4,Renewal candidate
PROJPC0O6P,M030,P00323,AM-2024,2025-06-25T18:26:00,5,Follow up after event
PROD8DS0BI,M030,P00105,AM-2025,2025-06-25T16:03:00,2,Referred by current member
PRONGTXA5J,M030,P00249,AM-2025,2025-06-25T17:06:00,3,Requested member-only research
PROYOUOSD9,M030,P00355,AM-2025,2025-06-25T16:15:00,3,Interested in demo
PROC5LONZJ,M030,P00345,AM-2024,2025-06-25T10:31:00,5,Considering upgrade to Enterprise
PROQ3YKEUG,M030,P00391,AM-2025,2025-06-25T19:09:00,3,Referred by current member
PROS9MBLAF,M030,P00033,AM-2025,2025-06-25T15:51:00,5,Wants case study
PROO7VACLM,M030,P00354,AM-2025,2025-06-25T15:43:00,5,Asked about pricing
PROFYFNDK9,M030,P00228,AM-2025,2025-06-25T15:32:00,1,Wants case study
PRO9MU90LS,M030,P00081,AM-2025,2025-06-25T17:47:00,4,Referred by current member
PROSATG8LS,M030,P00303,AM-2025,2025-06-25T13:28:00,5,Wants to host a chapter event
PROW5J7BZG,M030,P00009,AM-2025,2025-06-25T10:28:00,5,Requested member-only research
PRO6EEK63O,M030,P00221,AM-2024,2025-06-25T11:24:00,5,Asked about pricing
PROC2ZFLL7,M030,P00171,AM-2024,2025-06-25T16:02:00,4,Asked about pricing
PRODBIXQ53,M030,P00268,AM-2025,2025-06-25T20:20:00,1,Referred by current member
PRO5DOFWSD,M030,P00136,AM-2025,2025-06-25T10:21:00,5,Requested member-only research
PROWOQWZZO,M030,P00393,AM-2024,2025-06-25T11:55:00,1,Asked about pricing
PROHGVWDSU,M030,P00222,AM-2024,2025-06-25T20:43:00,5,Interested in demo
PRO0JNE4W3,M030,P00143,AM-2025,2025-06-25T17:47:00,1,Wants case study
PROOCD3AOB,M030,P00296,AM-2024,2025-06-25T16:09:00,4,Lapsed last year — re-engaging
PROQN0XE50,M030,P00238,AM-2025,2025-06-25T18:08:00,3,Interested in demo
PROAJWS6UB,M030,P00197,AM-2025,2025-06-25T09:22:00,2,Requested member-only research
PRO8BALF15,M030,P00392,AM-2025,2025-06-25T18:19:00,2,Asked about pricing
PROIHNQH71,M030,P00122,AM-2024,2025-06-25T13:55:00,3,Wants case study
PROKOX18CH,M030,P00133,AM-2025,2025-06-25T15:29:00,5,Wants case study
PROQZ3QN1X,M030,P00141,AM-2025,2025-06-25T13:37:00,1,Interested in certification track
PRO5XU4CKR,M030,P00350,AM-2025,2025-06-25T12:10:00,2,Wants case study
PRODMQZS4Y,M030,P00308,AM-2025,2025-06-25T15:32:00,1,Wants case study
PROD79RHK2,M030,P00304,AM-2025,2025-06-25T20:41:00,2,Considering upgrade to Enterprise
PROS74EFCL,M030,P00051,AM-2025,2025-06-25T15:06:00,3,Wants to host a chapter event
PROY73UFI7,M030,P00025,AM-2024,2025-06-25T20:22:00,4,Wants to host a chapter event
PRO9WNZGFL,M030,P00311,AM-2025,2025-06-25T17:01:00,4,Wants to host a chapter event
PRO01A32AI,M030,P00149,AM-2024,2025-06-25T11:03:00,2,Follow up after event
PRO6DJ32IU,M030,P00395,AM-2024,2025-06-25T16:28:00,5,Wants case study
PROOL1ZNZJ,M030,P00270,AM-2024,2025-06-25T17:32:00,5,Wants to host a chapter event
PROPH9QQ1I,M030,P00007,AM-2025,2025-06-25T14:53:00,1,Referred by current member
PROED5106O,M030,P00108,AM-2025,2025-06-25T11:55:00,3,Wants case study
PROO1DPCHT,M030,P00044,AM-2025,2025-06-25T20:05:00,3,Wants to host a chapter event
PROICGBAET,M030,P00040,AM-2025,2025-06-25T16:47:00,4,Asked about pricing
PRODFZ90IM,M030,P00194,AM-2025,2025-06-25T16:27:00,3,Follow up after event
PROKFA599N,M030,P00336,AM-2025,2025-06-25T20:43:00,5,Wants case study
PROEAL2SIR,M030,P00001,AM-2025,2025-06-25T18:13:00,3,Requested member-only research
PROVTXKE20,M030,P00332,AM-2025,2025-06-25T16:33:00,2,Wants case study
PROXGQFO8V,M030,P00338,AM-2025,2025-06-25T17:44:00,2,Interested in certification track
PROXVKHV75,M030,P00196,AM-2024,2025-06-25T17:20:00,2,
PROVBR28DH,M030,P00337,AM-2024,2025-06-25T17:11:00,4,Asked about pricing
PRO8DER2BN,M030,P00379,AM-2025,2025-06-25T11:52:00,3,Asked about pricing
PROIYR9H2Q,M030,P00145,AM-2024,2025-06-25T09:07:00,5,Interested in demo
PROAMJHE43,M030,P00023,AM-2025,2025-06-25T12:41:00,4,Interested in demo
PRO0BR6MMQ,M030,P00420,AM-2025,2025-06-25T17:35:00,4,Wants case study
PROKLJVQER,M030,P00412,AM-2024,2025-06-25T20:28:00,3,Wants case study
PROYN3DC7O,M030,P00225,AM-2025,2025-06-25T09:07:00,1,Asked about pricing
PRO9I9TKNQ,M030,P00018,AM-2024,2025-06-25T14:52:00,3,Asked about corporate tier
PRO40INMMX,M030,P00383,AM-2024,2025-06-25T14:12:00,4,Asked about pricing
PRODS9781B,M030,P00257,AM-2025,2025-06-25T16:06:00,3,Interested in demo
PROCIF17JV,M048,P00174,AM-2024,2025-06-25T09:12:00,1,Asked about pricing
PRO5O4U76L,M048,P00023,AM-2025,2025-06-25T13:45:00,1,Asked about pricing
PRO9DVJOQX,M048,P00271,AM-2025,2025-06-25T14:53:00,4,Follow up after event
PRO20D027B,M048,P00036,AM-2025,2025-06-25T13:49:00,4,
PRONSJOND2,M048,P00291,AM-2024,2025-06-25T16:36:00,2,Asked about pricing
PROK58ETEO,M048,P00179,AM-2025,2025-06-25T15:31:00,5,Follow up after event
PROOO7TAWU,M048,P00197,AM-2024,2025-06-25T09:19:00,1,
PRO3R14XS6,M048,P00225,AM-2025,2025-06-25T09:41:00,1,Wants case study
PROET3BAH2,M048,P00359,AM-2024,2025-06-25T18:29:00,1,Asked about pricing
PROZ5R3KF4,M048,P00061,AM-2025,2025-06-25T18:24:00,3,Follow up after event
PROJE6JFTZ,M048,P00340,AM-2025,2025-06-25T18:47:00,3,Requested member-only research
PROTUOGYYM,M048,P00037,AM-2025,2025-06-25T16:16:00,4,Wants to host a chapter event
PROZYA4BIK,M048,P00230,AM-2025,2025-06-25T17:31:00,4,Referred by current member
PROPFMME2B,M048,P00299,AM-2025,2025-06-25T12:25:00,3,Wants case study
PROO8LSSO9,M048,P00054,AM-2025,2025-06-25T15:51:00,3,Wants case study
PROSM47AV1,M048,P00172,AM-2024,2025-06-25T17:39:00,2,Asked about pricing
PROVNWDIJP,M048,P00108,AM-2025,2025-06-25T19:57:00,3,Wants case study
PROJCEMSYI,M048,P00417,AM-2024,2025-06-25T13:24:00,3,Wants case study
PRO4F0KJM2,M048,P00330,AM-2024,2025-06-25T19:53:00,4,Interested in demo
PROY3H5SW4,M048,P00190,AM-2025,2025-06-25T12:38:00,5,Follow up after event
PROZAOTQS4,M048,P00399,AM-2025,2025-06-25T10:56:00,3,Follow up after event
PROVZAKDHH,M048,P00255,AM-2025,2025-06-25T13:32:00,4,Requested member-only research
PROPVYE4NC,M048,P00248,AM-2025,2025-06-25T16:20:00,3,Follow up after event
PROM0L373C,M048,P00189,AM-2025,2025-06-25T16:09:00,5,Asked about pricing
PRONGVEGP9,M048,P00380,AM-2025,2025-06-25T15:32:00,5,Referred by current member
PROYX6U0Q2,M048,P00323,AM-2025,2025-06-25T20:48:00,2,Asked about corporate tier
PROEINMKLW,M048,P00405,AM-2024,2025-06-25T16:56:00,3,Lapsed last year — re-engaging
PRO3YS2AU2,M048,P00191,AM-2025,2025-06-25T14:45:00,4,Interested in demo
PRO81UVXFI,M048,P00030,AM-2025,2025-06-25T15:15:00,2,Lapsed last year — re-engaging
PROVFHLN59,M048,P00236,AM-2024,2025-06-25T16:54:00,2,Requested member-only research
PRO4CCDN72,M048,P00122,AM-2025,2025-06-25T09:44:00,1,Wants case study
PRO9F13K1P,M048,P00014,AM-2024,2025-06-25T18:36:00,1,Wants case study
PROKAULHO8,M048,P00226,AM-2025,2025-06-25T19:13:00,4,Wants case study
PROBTZ51B9,M048,P00315,AM-2024,2025-06-25T09:16:00,2,Wants to host a chapter event
PROQ780CXE,M048,P00354,AM-2025,2025-06-25T16:14:00,4,
PROKBTDI1K,M048,P00156,AM-2025,2025-06-25T18:53:00,2,Interested in demo
PRO37IG97L,M048,P00406,AM-2025,2025-06-25T14:03:00,3,Renewal candidate
PROWQA4NK0,M048,P00079,AM-2025,2025-06-25T14:22:00,5,Wants case study
PRO18FTSYS,M048,P00081,AM-2025,2025-06-25T18:20:00,2,Asked about pricing
PROG0HG0J1,M048,P00322,AM-2025,2025-06-25T17:31:00,3,Interested in certification track
PRO79PIQHF,M048,P00042,AM-2025,2025-06-25T18:58:00,2,Wants case study
PROA8NWXP0,M048,P00345,AM-2024,2025-06-25T12:30:00,4,Considering upgrade to Enterprise
PRO12HGQLJ,M048,P00213,AM-2024,2025-06-25T14:31:00,4,Asked about pricing
PROFN6ZENI,M048,P00152,AM-2025,2025-06-25T13:34:00,2,Wants case study
PROWOHLLEV,M048,P00237,AM-2024,2025-06-25T11:38:00,5,Asked about pricing
PROM9ZH47L,M048,P00325,AM-2025,2025-06-25T12:23:00,5,Follow up after event
PROMWQCNQD,M048,P00119,AM-2025,2025-06-25T10:49:00,1,Follow up after event
PROYB1VF52,M048,P00280,AM-2025,2025-06-25T12:06:00,2,Renewal candidate
PRO15LS8N0,M048,P00333,AM-2025,2025-06-25T17:04:00,3,Wants case study
PROLU3IMAV,M048,P00341,AM-2025,2025-06-25T10:57:00,4,Asked about pricing
PROFJN02OR,M048,P00041,AM-2025,2025-06-25T16:51:00,4,Follow up after event
PROBOLK6B0,M048,P00064,AM-2025,2025-06-25T09:21:00,5,Asked about pricing
PROJOVSZJO,M048,P00270,AM-2024,2025-06-25T20:55:00,3,Wants to host a chapter event
PROGWBZ2PW,M048,P00161,AM-2024,2025-06-25T14:49:00,4,Wants case study
PROPLN9CE1,M048,P00366,AM-2025,2025-06-25T09:25:00,5,Follow up after event
PROZYCAT9S,M048,P00244,AM-2025,2025-06-25T20:28:00,4,Asked about pricing
PRORF4ZPIC,M048,P00379,AM-2025,2025-06-25T11:37:00,3,Wants case study
PRO0HHTMRA,M048,P00320,AM-2024,2025-06-25T20:11:00,2,Asked about pricing
PRORP9IR1O,M048,P00238,AM-2024,2025-06-25T10:00:00,1,Interested in demo
PRO936PSUH,M048,P00376,AM-2024,2025-06-25T10:16:00,5,Asked about pricing
PROXVVKB36,M048,P00334,AM-2024,2025-06-25T09:16:00,3,Requested member-only research
PROBIZM8D5,M048,P00419,AM-2025,2025-06-25T20:13:00,2,Wants case study
PROJTX00SE,M048,P00154,AM-2024,2025-06-25T11:08:00,2,Asked about pricing
PRONL97VGT,M048,P00290,AM-2025,2025-06-25T15:37:00,4,Asked about pricing
PROH08B69E,M048,P00224,AM-2024,2025-06-25T20:59:00,3,Follow up after event
PROS6NC4XZ,M048,P00324,AM-2024,2025-06-25T15:24:00,5,Interested in demo
PROMX8UWCJ,M048,P00181,AM-2024,2025-06-25T13:23:00,3,Interested in demo
PROKDJ4OI7,M048,P00346,AM-2025,2025-06-25T12:02:00,4,Follow up after event
PROSSOMQEE,M048,P00140,AM-2025,2025-06-25T17:19:00,5,
PROPEHN6WK,M048,P00281,AM-2025,2025-06-25T19:53:00,4,Wants case study
PROMLKLAVX,M048,P00402,AM-2025,2025-06-25T09:42:00,5,Asked about pricing
PRO8ZYI8TF,M048,P00132,AM-2025,2025-06-25T16:44:00,4,Asked about pricing
PROAAVZVTN,M048,P00077,AM-2025,2025-06-25T20:19:00,5,Interested in demo
PROA30AHBQ,M048,P00283,AM-2025,2025-06-25T15:09:00,2,Wants case study
PROVOH9GDO,M048,P00198,AM-2025,2025-06-25T16:44:00,1,Asked about pricing
PROF21HY6M,M048,P00217,AM-2025,2025-06-25T12:56:00,2,Follow up after event
PRONR507GW,M048,P00390,AM-2025,2025-06-25T11:44:00,3,Interested in demo
PRO841YBF6,M048,P00105,AM-2025,2025-06-25T12:53:00,3,Interested in demo
PROS874PPG,M048,P00342,AM-2025,2025-06-25T15:10:00,4,Interested in demo
PROWIA5L34,M048,P00085,AM-2024,2025-06-25T15:11:00,3,Wants case study
PRO75L7DG5,M048,P00391,AM-2025,2025-06-25T18:20:00,3,Wants case study
PROLCF53PX,M048,P00178,AM-2024,2025-06-25T09:37:00,4,Requested member-only research
PROKHRRRZG,M048,P00219,AM-2024,2025-06-25T11:19:00,3,Interested in demo
PRO5ONJAOL,M048,P00394,AM-2024,2025-06-25T19:51:00,3,Follow up after event
PROZR7Z7OQ,M048,P00031,AM-2025,2025-06-25T13:15:00,1,Interested in demo
PROLHWU018,M048,P00062,AM-2025,2025-06-25T18:00:00,3,Wants case study
PROTU3X840,M048,P00039,AM-2025,2025-06-25T17:45:00,1,Follow up after event
PRO3T3S9C4,M048,P00382,AM-2025,2025-06-25T13:01:00,5,Wants case study
PROC3RML8M,M048,P00137,AM-2025,2025-06-25T18:52:00,1,Wants case study
PROXUTDAXA,M048,P00414,AM-2025,2025-06-25T17:51:00,3,Wants case study
PRO0LBFLXZ,M048,P00034,AM-2025,2025-06-25T16:51:00,3,Wants to host a chapter event
PROBXMVGOI,M048,P00012,AM-2024,2025-06-25T20:34:00,1,Lapsed last year — re-engaging
PRONSW1MJX,M048,P00118,AM-2025,2025-06-25T14:17:00,1,Wants case study
PROWU9MHO6,M048,P00337,AM-2024,2025-06-25T10:01:00,4,Renewal candidate
PROYNFE3GZ,M048,P00164,AM-2024,2025-06-25T18:19:00,2,Wants case study
PRO7FOK31T,M048,P00338,AM-2025,2025-06-25T18:10:00,2,Referred by current member
PROVB08QQV,M048,P00369,AM-2025,2025-06-25T15:28:00,5,Interested in demo
PRO5EYVJWE,M051,P00278,AM-2024,2025-06-25T09:19:00,3,
PRO3S62YJD,M051,P00302,AM-2025,2025-06-25T10:59:00,4,Interested in demo
PROYZ8NN42,M051,P00074,AM-2025,2025-06-25T16:06:00,2,
PROLOCSL2T,M051,P00166,AM-2025,2025-06-25T11:10:00,3,Asked about corporate tier
PRODWZ0A3X,M051,P00280,AM-2024,2025-06-25T09:36:00,4,Lapsed last year — re-engaging
PROPZHJROK,M051,P00171,AM-2025,2025-06-25T18:47:00,4,Asked about corporate tier
PRON3H9565,M051,P00009,AM-2025,2025-06-25T19:13:00,4,Interested in demo
PROS7O4CZE,M051,P00072,AM-2024,2025-06-25T13:39:00,1,Interested in certification track
PRO562RES6,M051,P00114,AM-2024,2025-06-25T09:01:00,5,Lapsed last year — re-engaging
PRO8VAZWAP,M051,P00027,AM-2025,2025-06-25T09:17:00,2,Interested in demo
PROY1LFJIU,M051,P00062,AM-2025,2025-06-25T13:39:00,4,Follow up after event
PROAIWQCNK,M051,P00360,AM-2024,2025-06-25T10:02:00,5,Lapsed last year — re-engaging
PROP8UIFYF,M051,P00353,AM-2025,2025-06-25T16:16:00,2,Requested member-only research
PROCRK8QGL,M051,P00352,AM-2024,2025-06-25T14:49:00,4,Follow up after event
PROT7T7NN6,M051,P00196,AM-2024,2025-06-25T14:13:00,3,Asked about pricing
PROWWLJI9M,M051,P00294,AM-2025,2025-06-25T19:00:00,5,Wants case study
PROXMZJSW1,M051,P00055,AM-2024,2025-06-25T13:11:00,2,Requested member-only research
PROTWDSDW2,M051,P00376,AM-2025,2025-06-25T15:32:00,3,Asked about pricing
PROWU94YMB,M051,P00043,AM-2024,2025-06-25T20:33:00,2,Asked about pricing
PROZX4CRMM,M051,P00255,AM-2025,2025-06-25T13:23:00,2,Asked about corporate tier
PROQTEUWEM,M051,P00243,AM-2025,2025-06-25T13:32:00,5,Interested in certification track
PROC9O7B16,M051,P00248,AM-2025,2025-06-25T16:30:00,2,Wants case study
PROWLI6XRQ,M051,P00356,AM-2024,2025-06-25T16:21:00,4,Follow up after event
PRO05BDDYE,M051,P00389,AM-2024,2025-06-25T12:04:00,5,Interested in demo
PROW2P2NP3,M051,P00241,AM-2025,2025-06-25T17:01:00,5,Wants case study
PROTL1BL3L,M051,P00008,AM-2025,2025-06-25T12:01:00,4,Interested in demo
PROUHXUFCS,M051,P00277,AM-2024,2025-06-25T17:34:00,5,Interested in demo
PROZYFRUSI,M051,P00270,AM-2024,2025-06-25T11:40:00,2,Interested in demo
PROKE30IXS,M051,P00380,AM-2025,2025-06-25T18:41:00,2,Interested in certification track
PROUULNFW3,M051,P00022,AM-2025,2025-06-25T12:53:00,3,Wants case study
PROOGCB0EK,M051,P00021,AM-2025,2025-06-25T17:42:00,1,Referred by current member
PROURIYX8M,M051,P00151,AM-2025,2025-06-25T16:08:00,3,Wants case study
PROOEQ7NYP,M051,P00213,AM-2024,2025-06-25T18:33:00,5,Wants case study
PROSOJQK8Q,M051,P00391,AM-2025,2025-06-25T11:10:00,5,Wants to host a chapter event
PROF017S02,M051,P00137,AM-2025,2025-06-25T17:45:00,3,Wants case study
PRO05SKAF6,M051,P00343,AM-2024,2025-06-25T09:49:00,4,Interested in certification track
PROMJKYQIF,M051,P00237,AM-2025,2025-06-25T17:28:00,2,Asked about corporate tier
PROZ1AC6M3,M051,P00235,AM-2025,2025-06-25T16:59:00,3,Wants to host a chapter event
PROEGWN4V0,M051,P00051,AM-2025,2025-06-25T11:30:00,3,Follow up after event
PRO9X5JPDQ,M051,P00345,AM-2025,2025-06-25T13:09:00,5,Follow up after event
PROL06B9XS,M051,P00080,AM-2025,2025-06-25T13:30:00,3,Wants case study
PROOAXGSPI,M051,P00160,AM-2024,2025-06-25T19:53:00,1,
PRO5T6VQ0Z,M051,P00054,AM-2025,2025-06-25T10:10:00,3,Wants case study
PROGA82UIG,M051,P00344,AM-2025,2025-06-25T19:37:00,5,Renewal candidate
PROPD1LGX1,M051,P00206,AM-2024,2025-06-25T09:20:00,3,Follow up after event
PRO6GNX33E,M051,P00346,AM-2025,2025-06-25T20:33:00,2,Referred by current member
PROLBSEXO3,M051,P00059,AM-2024,2025-06-25T14:31:00,3,Referred by current member
PRODZ8P48F,M051,P00325,AM-2025,2025-06-25T19:01:00,1,Follow up after event
PRO51LTTN0,M051,P00406,AM-2024,2025-06-25T12:57:00,1,Considering upgrade to Enterprise
PROM5CDEPP,M051,P00154,AM-2025,2025-06-25T19:51:00,4,Interested in demo
PROAGGJNHA,M051,P00205,AM-2025,2025-06-25T11:29:00,5,Requested member-only research
PROKZVHLYF,M051,P00045,AM-2025,2025-06-25T18:30:00,1,Interested in certification track
PROK287PDA,M051,P00305,AM-2025,2025-06-25T11:46:00,4,Requested member-only research
PROEIR7OHS,M051,P00298,AM-2024,2025-06-25T14:23:00,5,Wants case study
PRO3Q4DME4,M051,P00262,AM-2025,2025-06-25T16:37:00,1,Wants case study
PROSJOFEV9,M051,P00038,AM-2025,2025-06-25T17:02:00,3,Interested in demo
PROCB69WEG,M051,P00414,AM-2024,2025-06-25T14:27:00,3,Lapsed last year — re-engaging
PROMKL4U9L,M051,P00292,AM-2024,2025-06-25T10:11:00,4,Follow up after event
PRO03N3DZY,M051,P00042,AM-2024,2025-06-25T18:39:00,4,Wants case study
PRO62OVNYD,M051,P00029,AM-2024,2025-06-25T20:56:00,2,Requested member-only research
PROGJTYVYY,M051,P00284,AM-2025,2025-06-25T19:35:00,5,Asked about pricing
PROLSAM3Z3,M051,P00077,AM-2024,2025-06-25T15:46:00,3,Follow up after event
PROTWBGTFU,M051,P00419,AM-2025,2025-06-25T10:32:00,5,Asked about pricing
PROQLVSNS1,M051,P00069,AM-2025,2025-06-25T13:30:00,4,Follow up after event
PROJ3TO2LV,M051,P00207,AM-2024,2025-06-25T19:41:00,1,Follow up after event
PROMPJ42XX,M051,P00231,AM-2025,2025-06-25T14:00:00,3,Wants case study
PRO1D9FH16,M051,P00203,AM-2024,2025-06-25T11:39:00,2,Wants to host a chapter event
PROLNJ707X,M049,P00043,AM-2024,2025-06-25T09:32:00,5,Follow up after event
PROVFEBR31,M049,P00369,AM-2025,2025-06-25T11:05:00,2,Wants case study
PROQ6ZFVHN,M049,P00343,AM-2024,2025-06-25T09:54:00,2,Asked about corporate tier
PROUR6AZ3G,M049,P00142,AM-2025,2025-06-25T11:34:00,3,Interested in certification track
PRO0V01UUM,M049,P00235,AM-2025,2025-06-25T19:19:00,2,Asked about pricing
PROOM4RW9X,M049,P00111,AM-2024,2025-06-25T18:10:00,3,Asked about pricing
PRO0F8K4F9,M049,P00390,AM-2025,2025-06-25T18:10:00,3,Interested in certification track
PRO620PIW4,M049,P00416,AM-2024,2025-06-25T09:22:00,4,Follow up after event
PROWRBA16O,M049,P00339,AM-2024,2025-06-25T19:18:00,4,Interested in demo
PRO9NHBP5B,M049,P00170,AM-2025,2025-06-25T20:19:00,4,Asked about corporate tier
PRO16GWMGJ,M049,P00162,AM-2025,2025-06-25T20:01:00,4,Asked about pricing
PROD43BHAT,M049,P00172,AM-2024,2025-06-25T14:47:00,3,Wants to host a chapter event
PRO8T3HZQ1,M049,P00091,AM-2025,2025-06-25T18:47:00,4,Lapsed last year — re-engaging
PRORK2GGB6,M049,P00370,AM-2025,2025-06-25T14:34:00,4,Asked about pricing
PRO3L429FA,M049,P00258,AM-2025,2025-06-25T17:49:00,4,Follow up after event
PRO59PFLE5,M049,P00280,AM-2025,2025-06-25T16:27:00,1,Interested in demo
PROWFBAWKE,M049,P00403,AM-2024,2025-06-25T16:47:00,2,Considering upgrade to Enterprise
PROUOKO2FR,M049,P00312,AM-2025,2025-06-25T12:57:00,4,Interested in demo
PROM8ZI0SD,M049,P00249,AM-2025,2025-06-25T10:46:00,5,Wants case study
PROKO86TYW,M049,P00119,AM-2024,2025-06-25T15:19:00,2,Follow up after event
PROGV69380,M049,P00081,AM-2024,2025-06-25T19:18:00,4,Wants case study
PROUV3UC06,M049,P00417,AM-2025,2025-06-25T12:43:00,3,Referred by current member
PROGI3MU5A,M049,P00098,AM-2025,2025-06-25T18:34:00,3,Considering upgrade to Enterprise
PRO8B6ZLFZ,M049,P00145,AM-2024,2025-06-25T09:32:00,3,Considering upgrade to Enterprise
PROCM94TXW,M049,P00251,AM-2025,2025-06-25T12:15:00,2,Referred by current member
PROM8JEXB5,M049,P00034,AM-2025,2025-06-25T10:10:00,5,Interested in demo
PRO3BT3U1E,M049,P00296,AM-2025,2025-06-25T10:47:00,3,Interested in demo
PROBGGDBPA,M049,P00056,AM-2024,2025-06-25T18:28:00,2,Asked about pricing
PROI2K0YYW,M049,P00320,AM-2025,2025-06-25T17:46:00,3,Wants case study
PROHXTOOIO,M049,P00110,AM-2025,2025-06-25T09:52:00,2,Wants case study
PROIAIHMV9,M049,P00358,AM-2024,2025-06-25T15:59:00,1,Wants case study
PRO6YVGFIM,M049,P00315,AM-2024,2025-06-25T19:52:00,5,Lapsed last year — re-engaging
PROILH5B15,M049,P00325,AM-2025,2025-06-25T15:21:00,5,Renewal candidate
PROVNTMJGI,M049,P00063,AM-2025,2025-06-25T16:55:00,1,
PROEJC2XMU,M049,P00405,AM-2025,2025-06-25T17:32:00,4,Wants case study
PROTAZ8FPV,M049,P00117,AM-2024,2025-06-25T20:40:00,5,Interested in demo
PROL1M2SU6,M049,P00127,AM-2024,2025-06-25T12:01:00,3,Wants to host a chapter event
PROMC2HFE2,M049,P00059,AM-2024,2025-06-25T14:31:00,2,Interested in demo
PROE9GSV5V,M049,P00201,AM-2025,2025-06-25T20:18:00,3,Wants case study
PROBGNKG8Q,M049,P00177,AM-2024,2025-06-25T20:45:00,2,Asked about pricing
PROAQ6GUKT,M049,P00086,AM-2024,2025-06-25T19:53:00,2,Interested in demo
PROH0CKQK2,M049,P00006,AM-2024,2025-06-25T18:34:00,5,Requested member-only research
PROIT0LA8S,M049,P00322,AM-2024,2025-06-25T16:27:00,3,Wants case study
PRO91T43VH,M049,P00404,AM-2024,2025-06-25T10:34:00,4,Follow up after event
