brief_id,client_id,candidate_id,cycle_id,received_at,priority_score,note
BR123NZAZ,CL026,CD00082,CY-2025,2025-06-25T16:35:00,3,Wants case study
BRQZVWAIJ,CL026,CD00158,CY-2025,2025-06-25T21:00:00,5,Asked about pricing
BRW1WFJU1,CL026,CD00123,CY-2025,2025-06-25T16:09:00,3,Interested in demo
BRMLGOUD7,CL026,CD00093,CY-2025,2025-06-25T09:08:00,4,Asked about pricing
BRM7KAYN3,CL026,CD00292,CY-2025,2025-06-25T20:22:00,3,Wants case study
BRXYLHXUB,CL026,CD00111,CY-2025,2025-06-25T11:45:00,4,
BRDSOK10C,CL026,CD00072,CY-2024,2025-06-25T19:11:00,3,Wants longlist within 10 business days
BRV9IHLIF,CL026,CD00350,CY-2024,2025-06-25T13:20:00,3,Hold for board meeting decision
BR31B1WJA,CL026,CD00136,CY-2025,2025-06-25T11:17:00,4,Interested in demo
BRNGP9C37,CL026,CD00250,CY-2025,2025-06-25T15:49:00,2,Hot follow-up
BRBQG717N,CL026,CD00340,CY-2024,2025-06-25T19:47:00,3,Wants case study
BRXVZNRFE,CL026,CD00214,CY-2025,2025-06-25T12:08:00,2,Follow up after event
BRWHBZZGB,CL026,CD00197,CY-2025,2025-06-25T18:48:00,2,Follow up after event
BRM5UEZZU,CL026,CD00401,CY-2025,2025-06-25T11:49:00,2,Asked about pricing
BRFLC80V9,CL026,CD00001,CY-2025,2025-06-25T09:31:00,4,Inbound from referral
BRICPXS5Z,CL026,CD00223,CY-2024,2025-06-25T10:34:00,5,Follow up after event
BRPTYH3V2,CL026,CD00149,CY-2025,2025-06-25T17:03:00,3,Follow up after event
BRGOL0DW5,CL026,CD00230,CY-2025,2025-06-25T17:49:00,4,Follow up after event
BRVGE2VYZ,CL026,CD00233,CY-2025,2025-06-25T19:56:00,3,Interested in demo
BRSZY9BEQ,CL030,CD00019,CY-2025,2025-06-25T19:08:00,3,Wants case study
BRMSOACI5,CL030,CD00176,CY-2025,2025-06-25T12:16:00,5,Wants case study
BRUZXLMA2,CL030,CD00316,CY-2024,2025-06-25T15:26:00,5,Interested in demo
BRHRFLDGS,CL030,CD00058,CY-2024,2025-06-25T14:35:00,4,Wants longlist within 10 business days
BR5COKCKP,CL030,CD00193,CY-2025,2025-06-25T20:45:00,2,
BRN6WQH27,CL030,CD00230,CY-2025,2025-06-25T13:05:00,1,Asked about pricing
BRNRAIIH3,CL030,CD00242,CY-2025,2025-06-25T14:26:00,2,
BRKUH6SV2,CL030,CD00219,CY-2025,2025-06-25T17:56:00,1,Asked about pricing
BRZRUKFI8,CL030,CD00054,CY-2025,2025-06-25T19:04:00,4,Follow up after event
BRGUS96C3,CL030,CD00314,CY-2024,2025-06-25T11:58:00,3,Interested in demo
BRWY2Z3M2,CL030,CD00057,CY-2025,2025-06-25T19:11:00,5,Interested in demo
BRZP2PP78,CL030,CD00274,CY-2025,2025-06-25T09:33:00,2,Follow up after event
BREGJTZ8I,CL030,CD00385,CY-2025,2025-06-25T10:27:00,1,Asked for off-record candidate review
BRV7ZENHQ,CL030,CD00087,CY-2024,2025-06-25T13:52:00,4,Inbound from referral
BR6G98N58,CL030,CD00077,CY-2025,2025-06-25T14:14:00,1,Interested in demo
BRABL4AQD,CL030,CD00076,CY-2024,2025-06-25T19:31:00,5,Follow up after event
BRWJJ536W,CL030,CD00111,CY-2024,2025-06-25T20:25:00,5,Asked about pricing
BR0VAO77N,CL030,CD00083,CY-2025,2025-06-25T11:34:00,4,Asked about pricing
BRH82INB1,CL030,CD00287,CY-2025,2025-06-25T12:43:00,2,Interested in demo
BRZ1UIBVA,CL030,CD00312,CY-2025,2025-06-25T17:51:00,3,Interested in demo
BRFPTFHVG,CL030,CD00180,CY-2025,2025-06-25T11:35:00,3,Wants case study
BR76EUOBJ,CL030,CD00115,CY-2024,2025-06-25T20:06:00,4,Follow up after event
BR8KM8FER,CL030,CD00241,CY-2025,2025-06-25T14:20:00,5,Interested in demo
BRSN7ELTD,CL030,CD00026,CY-2024,2025-06-25T18:56:00,5,Hot follow-up
BRESFKBCJ,CL030,CD00031,CY-2024,2025-06-25T20:22:00,5,Existing client expanding mandate
BRYCYH44Q,CL030,CD00090,CY-2025,2025-06-25T12:56:00,2,Asked about pricing
BRXWMYFQD,CL030,CD00244,CY-2025,2025-06-25T10:34:00,2,Follow up after event
BRPMVR2T4,CL030,CD00199,CY-2024,2025-06-25T18:22:00,2,Follow up after event
BRK667GFD,CL030,CD00003,CY-2025,2025-06-25T10:32:00,3,Follow up after event
BRJ8NCEQN,CL030,CD00192,CY-2025,2025-06-25T12:01:00,4,Asked about pricing
BRTI7X1PC,CL030,CD00021,CY-2024,2025-06-25T15:42:00,1,Wants case study
BR0933NXE,CL030,CD00271,CY-2024,2025-06-25T14:56:00,3,New stakeholder — needs intro call
BRGROWVJ5,CL030,CD00184,CY-2025,2025-06-25T16:40:00,3,Interested in demo
BR9SV1IB3,CL030,CD00284,CY-2025,2025-06-25T20:50:00,5,Interested in demo
BR2H5X7U5,CL030,CD00094,CY-2025,2025-06-25T09:58:00,5,Interested in demo
BRTYNC5C5,CL030,CD00106,CY-2024,2025-06-25T12:58:00,5,Follow up after event
BRN0OAKUY,CL030,CD00389,CY-2025,2025-06-25T14:42:00,4,New stakeholder — needs intro call
BRJPC0O6P,CL030,CD00323,CY-2024,2025-06-25T18:26:00,5,Follow up after event
BRD8DS0BI,CL030,CD00105,CY-2025,2025-06-25T16:03:00,2,Requested benchmark comp data
BRNGTXA5J,CL030,CD00249,CY-2025,2025-06-25T17:06:00,3,Inbound from referral
BRYOUOSD9,CL030,CD00355,CY-2025,2025-06-25T16:15:00,3,Interested in demo
BRC5LONZJ,CL030,CD00345,CY-2024,2025-06-25T10:31:00,5,Requested benchmark comp data
BRQ3YKEUG,CL030,CD00391,CY-2025,2025-06-25T19:09:00,3,Requested benchmark comp data
BRS9MBLAF,CL030,CD00033,CY-2025,2025-06-25T15:51:00,5,Wants case study
BRO7VACLM,CL030,CD00354,CY-2025,2025-06-25T15:43:00,5,Asked about pricing
BRFYFNDK9,CL030,CD00228,CY-2025,2025-06-25T15:32:00,1,Wants case study
BR9MU90LS,CL030,CD00081,CY-2025,2025-06-25T17:47:00,4,Considering retained vs project
BRSATG8LS,CL030,CD00303,CY-2025,2025-06-25T13:28:00,5,New stakeholder — needs intro call
BRW5J7BZG,CL030,CD00009,CY-2025,2025-06-25T10:28:00,5,Existing client expanding mandate
BR6EEK63O,CL030,CD00221,CY-2024,2025-06-25T11:24:00,5,Asked about pricing
BRC2ZFLL7,CL030,CD00171,CY-2024,2025-06-25T16:02:00,4,Asked about pricing
BRDBIXQ53,CL030,CD00268,CY-2025,2025-06-25T20:20:00,1,Wants longlist within 10 business days
BR5DOFWSD,CL030,CD00136,CY-2025,2025-06-25T10:21:00,5,Existing client expanding mandate
BRWOQWZZO,CL030,CD00393,CY-2024,2025-06-25T11:55:00,1,Asked about pricing
BRHGVWDSU,CL030,CD00222,CY-2024,2025-06-25T20:43:00,5,Interested in demo
BR0JNE4W3,CL030,CD00143,CY-2025,2025-06-25T17:47:00,1,Wants case study
BROCD3AOB,CL030,CD00296,CY-2024,2025-06-25T16:09:00,4,Hot follow-up
BRQN0XE50,CL030,CD00238,CY-2025,2025-06-25T18:08:00,3,Interested in demo
BRAJWS6UB,CL030,CD00197,CY-2025,2025-06-25T09:22:00,2,
BR8BALF15,CL030,CD00392,CY-2025,2025-06-25T18:19:00,2,Asked about pricing
BRIHNQH71,CL030,CD00122,CY-2024,2025-06-25T13:55:00,3,Wants case study
BRKOX18CH,CL030,CD00133,CY-2025,2025-06-25T15:29:00,5,Wants case study
BRQZ3QN1X,CL030,CD00141,CY-2025,2025-06-25T13:37:00,1,Wants longlist within 10 business days
BR5XU4CKR,CL030,CD00350,CY-2025,2025-06-25T12:10:00,2,Wants case study
BRDMQZS4Y,CL030,CD00308,CY-2025,2025-06-25T15:32:00,1,Wants case study
BRD79RHK2,CL030,CD00304,CY-2025,2025-06-25T20:41:00,2,Hot follow-up
BRS74EFCL,CL030,CD00051,CY-2025,2025-06-25T15:06:00,3,Wants longlist within 10 business days
BRY73UFI7,CL030,CD00025,CY-2024,2025-06-25T20:22:00,4,Hot follow-up
BR9WNZGFL,CL030,CD00311,CY-2025,2025-06-25T17:01:00,4,Considering retained vs project
BR01A32AI,CL030,CD00149,CY-2024,2025-06-25T11:03:00,2,Follow up after event
BR6DJ32IU,CL030,CD00395,CY-2024,2025-06-25T16:28:00,5,Wants case study
BROL1ZNZJ,CL030,CD00270,CY-2024,2025-06-25T17:32:00,5,Considering retained vs project
BRPH9QQ1I,CL030,CD00007,CY-2025,2025-06-25T14:53:00,1,Requested benchmark comp data
BRED5106O,CL030,CD00108,CY-2025,2025-06-25T11:55:00,3,Wants case study
BRO1DPCHT,CL030,CD00044,CY-2025,2025-06-25T20:05:00,3,Inbound from referral
BRICGBAET,CL030,CD00040,CY-2025,2025-06-25T16:47:00,4,Asked about pricing
BRDFZ90IM,CL030,CD00194,CY-2025,2025-06-25T16:27:00,3,Follow up after event
BRKFA599N,CL030,CD00336,CY-2025,2025-06-25T20:43:00,5,Wants case study
BREAL2SIR,CL030,CD00001,CY-2025,2025-06-25T18:13:00,3,Wants longlist within 10 business days
BRVTXKE20,CL030,CD00332,CY-2025,2025-06-25T16:33:00,2,Wants case study
BRXGQFO8V,CL030,CD00338,CY-2025,2025-06-25T17:44:00,2,Hold for board meeting decision
BRXVKHV75,CL030,CD00196,CY-2024,2025-06-25T17:20:00,2,Requested benchmark comp data
BRVBR28DH,CL030,CD00337,CY-2024,2025-06-25T17:11:00,4,Asked about pricing
BR8DER2BN,CL030,CD00379,CY-2025,2025-06-25T11:52:00,3,Asked about pricing
BRIYR9H2Q,CL030,CD00145,CY-2024,2025-06-25T09:07:00,5,Interested in demo
BRAMJHE43,CL030,CD00023,CY-2025,2025-06-25T12:41:00,4,Interested in demo
BR0BR6MMQ,CL030,CD00420,CY-2025,2025-06-25T17:35:00,4,Wants case study
BRKLJVQER,CL030,CD00412,CY-2024,2025-06-25T20:28:00,3,Wants case study
BRYN3DC7O,CL030,CD00225,CY-2025,2025-06-25T09:07:00,1,Asked about pricing
BR9I9TKNQ,CL030,CD00018,CY-2024,2025-06-25T14:52:00,3,Existing client expanding mandate
BR40INMMX,CL030,CD00383,CY-2024,2025-06-25T14:12:00,4,Asked about pricing
BRDS9781B,CL030,CD00257,CY-2025,2025-06-25T16:06:00,3,Interested in demo
BRCIF17JV,CL048,CD00174,CY-2024,2025-06-25T09:12:00,1,Asked about pricing
BR5O4U76L,CL048,CD00023,CY-2025,2025-06-25T13:45:00,1,Asked about pricing
BR9DVJOQX,CL048,CD00271,CY-2025,2025-06-25T14:53:00,4,Follow up after event
BR20D027B,CL048,CD00036,CY-2025,2025-06-25T13:49:00,4,Considering retained vs project
BRNSJOND2,CL048,CD00291,CY-2024,2025-06-25T16:36:00,2,Asked about pricing
BRK58ETEO,CL048,CD00179,CY-2025,2025-06-25T15:31:00,5,Follow up after event
BROO7TAWU,CL048,CD00197,CY-2024,2025-06-25T09:19:00,1,New stakeholder — needs intro call
BR3R14XS6,CL048,CD00225,CY-2025,2025-06-25T09:41:00,1,Wants case study
BRET3BAH2,CL048,CD00359,CY-2024,2025-06-25T18:29:00,1,Asked about pricing
BRZ5R3KF4,CL048,CD00061,CY-2025,2025-06-25T18:24:00,3,Follow up after event
BRJE6JFTZ,CL048,CD00340,CY-2025,2025-06-25T18:47:00,3,Considering retained vs project
BRTUOGYYM,CL048,CD00037,CY-2025,2025-06-25T16:16:00,4,New stakeholder — needs intro call
BRZYA4BIK,CL048,CD00230,CY-2025,2025-06-25T17:31:00,4,Wants longlist within 10 business days
BRPFMME2B,CL048,CD00299,CY-2025,2025-06-25T12:25:00,3,Wants case study
BRO8LSSO9,CL048,CD00054,CY-2025,2025-06-25T15:51:00,3,Wants case study
BRSM47AV1,CL048,CD00172,CY-2024,2025-06-25T17:39:00,2,Asked about pricing
BRVNWDIJP,CL048,CD00108,CY-2025,2025-06-25T19:57:00,3,Wants case study
BRJCEMSYI,CL048,CD00417,CY-2024,2025-06-25T13:24:00,3,Wants case study
BR4F0KJM2,CL048,CD00330,CY-2024,2025-06-25T19:53:00,4,Interested in demo
BRY3H5SW4,CL048,CD00190,CY-2025,2025-06-25T12:38:00,5,Follow up after event
BRZAOTQS4,CL048,CD00399,CY-2025,2025-06-25T10:56:00,3,Follow up after event
BRVZAKDHH,CL048,CD00255,CY-2025,2025-06-25T13:32:00,4,Wants longlist within 10 business days
BRPVYE4NC,CL048,CD00248,CY-2025,2025-06-25T16:20:00,3,Follow up after event
BRM0L373C,CL048,CD00189,CY-2025,2025-06-25T16:09:00,5,Asked about pricing
BRNGVEGP9,CL048,CD00380,CY-2025,2025-06-25T15:32:00,5,Hot follow-up
BRYX6U0Q2,CL048,CD00323,CY-2025,2025-06-25T20:48:00,2,New stakeholder — needs intro call
BREINMKLW,CL048,CD00405,CY-2024,2025-06-25T16:56:00,3,
BR3YS2AU2,CL048,CD00191,CY-2025,2025-06-25T14:45:00,4,Interested in demo
BR81UVXFI,CL048,CD00030,CY-2025,2025-06-25T15:15:00,2,Asked for off-record candidate review
BRVFHLN59,CL048,CD00236,CY-2024,2025-06-25T16:54:00,2,Existing client expanding mandate
BR4CCDN72,CL048,CD00122,CY-2025,2025-06-25T09:44:00,1,Wants case study
BR9F13K1P,CL048,CD00014,CY-2024,2025-06-25T18:36:00,1,Wants case study
BRKAULHO8,CL048,CD00226,CY-2025,2025-06-25T19:13:00,4,Wants case study
BRBTZ51B9,CL048,CD00315,CY-2024,2025-06-25T09:16:00,2,Requested benchmark comp data
BRQ780CXE,CL048,CD00354,CY-2025,2025-06-25T16:14:00,4,Hot follow-up
BRKBTDI1K,CL048,CD00156,CY-2025,2025-06-25T18:53:00,2,Interested in demo
BR37IG97L,CL048,CD00406,CY-2025,2025-06-25T14:03:00,3,Wants longlist within 10 business days
BRWQA4NK0,CL048,CD00079,CY-2025,2025-06-25T14:22:00,5,Wants case study
BR18FTSYS,CL048,CD00081,CY-2025,2025-06-25T18:20:00,2,Asked about pricing
BRG0HG0J1,CL048,CD00322,CY-2025,2025-06-25T17:31:00,3,Existing client expanding mandate
BR79PIQHF,CL048,CD00042,CY-2025,2025-06-25T18:58:00,2,Wants case study
BRA8NWXP0,CL048,CD00345,CY-2024,2025-06-25T12:30:00,4,Requested benchmark comp data
BR12HGQLJ,CL048,CD00213,CY-2024,2025-06-25T14:31:00,4,Asked about pricing
BRFN6ZENI,CL048,CD00152,CY-2025,2025-06-25T13:34:00,2,Wants case study
BRWOHLLEV,CL048,CD00237,CY-2024,2025-06-25T11:38:00,5,Asked about pricing
BRM9ZH47L,CL048,CD00325,CY-2025,2025-06-25T12:23:00,5,Follow up after event
BRMWQCNQD,CL048,CD00119,CY-2025,2025-06-25T10:49:00,1,Follow up after event
BRYB1VF52,CL048,CD00280,CY-2025,2025-06-25T12:06:00,2,Inbound from referral
BR15LS8N0,CL048,CD00333,CY-2025,2025-06-25T17:04:00,3,Wants case study
BRLU3IMAV,CL048,CD00341,CY-2025,2025-06-25T10:57:00,4,Asked about pricing
BRFJN02OR,CL048,CD00041,CY-2025,2025-06-25T16:51:00,4,Follow up after event
BRBOLK6B0,CL048,CD00064,CY-2025,2025-06-25T09:21:00,5,Asked about pricing
BRJOVSZJO,CL048,CD00270,CY-2024,2025-06-25T20:55:00,3,Hold for board meeting decision
BRGWBZ2PW,CL048,CD00161,CY-2024,2025-06-25T14:49:00,4,Wants case study
BRPLN9CE1,CL048,CD00366,CY-2025,2025-06-25T09:25:00,5,Follow up after event
BRZYCAT9S,CL048,CD00244,CY-2025,2025-06-25T20:28:00,4,Asked about pricing
BRRF4ZPIC,CL048,CD00379,CY-2025,2025-06-25T11:37:00,3,Wants case study
BR0HHTMRA,CL048,CD00320,CY-2024,2025-06-25T20:11:00,2,Asked about pricing
BRRP9IR1O,CL048,CD00238,CY-2024,2025-06-25T10:00:00,1,Interested in demo
BR936PSUH,CL048,CD00376,CY-2024,2025-06-25T10:16:00,5,Asked about pricing
BRXVVKB36,CL048,CD00334,CY-2024,2025-06-25T09:16:00,3,Asked for off-record candidate review
BRBIZM8D5,CL048,CD00419,CY-2025,2025-06-25T20:13:00,2,Wants case study
BRJTX00SE,CL048,CD00154,CY-2024,2025-06-25T11:08:00,2,Asked about pricing
BRNL97VGT,CL048,CD00290,CY-2025,2025-06-25T15:37:00,4,Asked about pricing
BRH08B69E,CL048,CD00224,CY-2024,2025-06-25T20:59:00,3,Follow up after event
BRS6NC4XZ,CL048,CD00324,CY-2024,2025-06-25T15:24:00,5,Interested in demo
BRMX8UWCJ,CL048,CD00181,CY-2024,2025-06-25T13:23:00,3,Interested in demo
BRKDJ4OI7,CL048,CD00346,CY-2025,2025-06-25T12:02:00,4,Follow up after event
BRSSOMQEE,CL048,CD00140,CY-2025,2025-06-25T17:19:00,5,New stakeholder — needs intro call
BRPEHN6WK,CL048,CD00281,CY-2025,2025-06-25T19:53:00,4,Wants case study
BRMLKLAVX,CL048,CD00402,CY-2025,2025-06-25T09:42:00,5,Asked about pricing
BR8ZYI8TF,CL048,CD00132,CY-2025,2025-06-25T16:44:00,4,Asked about pricing
BRAAVZVTN,CL048,CD00077,CY-2025,2025-06-25T20:19:00,5,Interested in demo
BRA30AHBQ,CL048,CD00283,CY-2025,2025-06-25T15:09:00,2,Wants case study
BRVOH9GDO,CL048,CD00198,CY-2025,2025-06-25T16:44:00,1,Asked about pricing
BRF21HY6M,CL048,CD00217,CY-2025,2025-06-25T12:56:00,2,Follow up after event
BRNR507GW,CL048,CD00390,CY-2025,2025-06-25T11:44:00,3,Interested in demo
BR841YBF6,CL048,CD00105,CY-2025,2025-06-25T12:53:00,3,Interested in demo
BRS874PPG,CL048,CD00342,CY-2025,2025-06-25T15:10:00,4,Interested in demo
BRWIA5L34,CL048,CD00085,CY-2024,2025-06-25T15:11:00,3,Wants case study
BR75L7DG5,CL048,CD00391,CY-2025,2025-06-25T18:20:00,3,Wants case study
BRLCF53PX,CL048,CD00178,CY-2024,2025-06-25T09:37:00,4,New stakeholder — needs intro call
BRKHRRRZG,CL048,CD00219,CY-2024,2025-06-25T11:19:00,3,Interested in demo
BR5ONJAOL,CL048,CD00394,CY-2024,2025-06-25T19:51:00,3,Follow up after event
BRZR7Z7OQ,CL048,CD00031,CY-2025,2025-06-25T13:15:00,1,Interested in demo
BRLHWU018,CL048,CD00062,CY-2025,2025-06-25T18:00:00,3,Wants case study
BRTU3X840,CL048,CD00039,CY-2025,2025-06-25T17:45:00,1,Follow up after event
BR3T3S9C4,CL048,CD00382,CY-2025,2025-06-25T13:01:00,5,Wants case study
BRC3RML8M,CL048,CD00137,CY-2025,2025-06-25T18:52:00,1,Wants case study
BRXUTDAXA,CL048,CD00414,CY-2025,2025-06-25T17:51:00,3,Wants case study
BR0LBFLXZ,CL048,CD00034,CY-2025,2025-06-25T16:51:00,3,Hot follow-up
BRBXMVGOI,CL048,CD00012,CY-2024,2025-06-25T20:34:00,1,Asked for off-record candidate review
BRNSW1MJX,CL048,CD00118,CY-2025,2025-06-25T14:17:00,1,Wants case study
BRWU9MHO6,CL048,CD00337,CY-2024,2025-06-25T10:01:00,4,Inbound from referral
BRYNFE3GZ,CL048,CD00164,CY-2024,2025-06-25T18:19:00,2,Wants case study
BR7FOK31T,CL048,CD00338,CY-2025,2025-06-25T18:10:00,2,Considering retained vs project
BRVB08QQV,CL048,CD00369,CY-2025,2025-06-25T15:28:00,5,Interested in demo
BR5EYVJWE,CL051,CD00278,CY-2024,2025-06-25T09:19:00,3,Hold for board meeting decision
BR3S62YJD,CL051,CD00302,CY-2025,2025-06-25T10:59:00,4,Interested in demo
BRYZ8NN42,CL051,CD00074,CY-2025,2025-06-25T16:06:00,2,Hold for board meeting decision
BRLOCSL2T,CL051,CD00166,CY-2025,2025-06-25T11:10:00,3,Existing client expanding mandate
BRDWZ0A3X,CL051,CD00280,CY-2024,2025-06-25T09:36:00,4,Wants longlist within 10 business days
BRPZHJROK,CL051,CD00171,CY-2025,2025-06-25T18:47:00,4,Considering retained vs project
BRN3H9565,CL051,CD00009,CY-2025,2025-06-25T19:13:00,4,Interested in demo
BRS7O4CZE,CL051,CD00072,CY-2024,2025-06-25T13:39:00,1,Wants longlist within 10 business days
BR562RES6,CL051,CD00114,CY-2024,2025-06-25T09:01:00,5,Hot follow-up
BR8VAZWAP,CL051,CD00027,CY-2025,2025-06-25T09:17:00,2,Interested in demo
BRY1LFJIU,CL051,CD00062,CY-2025,2025-06-25T13:39:00,4,Follow up after event
BRAIWQCNK,CL051,CD00360,CY-2024,2025-06-25T10:02:00,5,Wants longlist within 10 business days
BRP8UIFYF,CL051,CD00353,CY-2025,2025-06-25T16:16:00,2,Asked for off-record candidate review
BRCRK8QGL,CL051,CD00352,CY-2024,2025-06-25T14:49:00,4,Follow up after event
BRT7T7NN6,CL051,CD00196,CY-2024,2025-06-25T14:13:00,3,Asked about pricing
BRWWLJI9M,CL051,CD00294,CY-2025,2025-06-25T19:00:00,5,Wants case study
BRXMZJSW1,CL051,CD00055,CY-2024,2025-06-25T13:11:00,2,Asked for off-record candidate review
BRTWDSDW2,CL051,CD00376,CY-2025,2025-06-25T15:32:00,3,Asked about pricing
BRWU94YMB,CL051,CD00043,CY-2024,2025-06-25T20:33:00,2,Asked about pricing
BRZX4CRMM,CL051,CD00255,CY-2025,2025-06-25T13:23:00,2,Existing client expanding mandate
BRQTEUWEM,CL051,CD00243,CY-2025,2025-06-25T13:32:00,5,Hot follow-up
BRC9O7B16,CL051,CD00248,CY-2025,2025-06-25T16:30:00,2,Wants case study
BRWLI6XRQ,CL051,CD00356,CY-2024,2025-06-25T16:21:00,4,Follow up after event
BR05BDDYE,CL051,CD00389,CY-2024,2025-06-25T12:04:00,5,Interested in demo
BRW2P2NP3,CL051,CD00241,CY-2025,2025-06-25T17:01:00,5,Wants case study
BRTL1BL3L,CL051,CD00008,CY-2025,2025-06-25T12:01:00,4,Interested in demo
BRUHXUFCS,CL051,CD00277,CY-2024,2025-06-25T17:34:00,5,Interested in demo
BRZYFRUSI,CL051,CD00270,CY-2024,2025-06-25T11:40:00,2,Interested in demo
BRKE30IXS,CL051,CD00380,CY-2025,2025-06-25T18:41:00,2,Existing client expanding mandate
BRUULNFW3,CL051,CD00022,CY-2025,2025-06-25T12:53:00,3,Wants case study
BROGCB0EK,CL051,CD00021,CY-2025,2025-06-25T17:42:00,1,Inbound from referral
BRURIYX8M,CL051,CD00151,CY-2025,2025-06-25T16:08:00,3,Wants case study
BROEQ7NYP,CL051,CD00213,CY-2024,2025-06-25T18:33:00,5,Wants case study
BRSOJQK8Q,CL051,CD00391,CY-2025,2025-06-25T11:10:00,5,Requested benchmark comp data
BRF017S02,CL051,CD00137,CY-2025,2025-06-25T17:45:00,3,Wants case study
BR05SKAF6,CL051,CD00343,CY-2024,2025-06-25T09:49:00,4,Wants longlist within 10 business days
BRMJKYQIF,CL051,CD00237,CY-2025,2025-06-25T17:28:00,2,
BRZ1AC6M3,CL051,CD00235,CY-2025,2025-06-25T16:59:00,3,
BREGWN4V0,CL051,CD00051,CY-2025,2025-06-25T11:30:00,3,Follow up after event
BR9X5JPDQ,CL051,CD00345,CY-2025,2025-06-25T13:09:00,5,Follow up after event
BRL06B9XS,CL051,CD00080,CY-2025,2025-06-25T13:30:00,3,Wants case study
BROAXGSPI,CL051,CD00160,CY-2024,2025-06-25T19:53:00,1,New stakeholder — needs intro call
BR5T6VQ0Z,CL051,CD00054,CY-2025,2025-06-25T10:10:00,3,Wants case study
BRGA82UIG,CL051,CD00344,CY-2025,2025-06-25T19:37:00,5,Wants longlist within 10 business days
BRPD1LGX1,CL051,CD00206,CY-2024,2025-06-25T09:20:00,3,Follow up after event
BR6GNX33E,CL051,CD00346,CY-2025,2025-06-25T20:33:00,2,Asked for off-record candidate review
BRLBSEXO3,CL051,CD00059,CY-2024,2025-06-25T14:31:00,3,Wants longlist within 10 business days
BRDZ8P48F,CL051,CD00325,CY-2025,2025-06-25T19:01:00,1,Follow up after event
BR51LTTN0,CL051,CD00406,CY-2024,2025-06-25T12:57:00,1,Existing client expanding mandate
BRM5CDEPP,CL051,CD00154,CY-2025,2025-06-25T19:51:00,4,Interested in demo
BRAGGJNHA,CL051,CD00205,CY-2025,2025-06-25T11:29:00,5,Considering retained vs project
BRKZVHLYF,CL051,CD00045,CY-2025,2025-06-25T18:30:00,1,Hot follow-up
BRK287PDA,CL051,CD00305,CY-2025,2025-06-25T11:46:00,4,Wants longlist within 10 business days
BREIR7OHS,CL051,CD00298,CY-2024,2025-06-25T14:23:00,5,Wants case study
BR3Q4DME4,CL051,CD00262,CY-2025,2025-06-25T16:37:00,1,Wants case study
BRSJOFEV9,CL051,CD00038,CY-2025,2025-06-25T17:02:00,3,Interested in demo
BRCB69WEG,CL051,CD00414,CY-2024,2025-06-25T14:27:00,3,Requested benchmark comp data
BRMKL4U9L,CL051,CD00292,CY-2024,2025-06-25T10:11:00,4,Follow up after event
BR03N3DZY,CL051,CD00042,CY-2024,2025-06-25T18:39:00,4,Wants case study
BR62OVNYD,CL051,CD00029,CY-2024,2025-06-25T20:56:00,2,Wants longlist within 10 business days
BRGJTYVYY,CL051,CD00284,CY-2025,2025-06-25T19:35:00,5,Asked about pricing
BRLSAM3Z3,CL051,CD00077,CY-2024,2025-06-25T15:46:00,3,Follow up after event
BRTWBGTFU,CL051,CD00419,CY-2025,2025-06-25T10:32:00,5,Asked about pricing
BRQLVSNS1,CL051,CD00069,CY-2025,2025-06-25T13:30:00,4,Follow up after event
BRJ3TO2LV,CL051,CD00207,CY-2024,2025-06-25T19:41:00,1,Follow up after event
BRMPJ42XX,CL051,CD00231,CY-2025,2025-06-25T14:00:00,3,Wants case study
BR1D9FH16,CL051,CD00203,CY-2024,2025-06-25T11:39:00,2,Asked for off-record candidate review
BRLNJ707X,CL049,CD00043,CY-2024,2025-06-25T09:32:00,5,Follow up after event
BRVFEBR31,CL049,CD00369,CY-2025,2025-06-25T11:05:00,2,Wants case study
BRQ6ZFVHN,CL049,CD00343,CY-2024,2025-06-25T09:54:00,2,Considering retained vs project
BRUR6AZ3G,CL049,CD00142,CY-2025,2025-06-25T11:34:00,3,Asked for off-record candidate review
BR0V01UUM,CL049,CD00235,CY-2025,2025-06-25T19:19:00,2,Asked about pricing
BROM4RW9X,CL049,CD00111,CY-2024,2025-06-25T18:10:00,3,Asked about pricing
BR0F8K4F9,CL049,CD00390,CY-2025,2025-06-25T18:10:00,3,Hot follow-up
BR620PIW4,CL049,CD00416,CY-2024,2025-06-25T09:22:00,4,Follow up after event
BRWRBA16O,CL049,CD00339,CY-2024,2025-06-25T19:18:00,4,Interested in demo
BR9NHBP5B,CL049,CD00170,CY-2025,2025-06-25T20:19:00,4,
BR16GWMGJ,CL049,CD00162,CY-2025,2025-06-25T20:01:00,4,Asked about pricing
BRD43BHAT,CL049,CD00172,CY-2024,2025-06-25T14:47:00,3,Inbound from referral
BR8T3HZQ1,CL049,CD00091,CY-2025,2025-06-25T18:47:00,4,Inbound from referral
BRRK2GGB6,CL049,CD00370,CY-2025,2025-06-25T14:34:00,4,Asked about pricing
BR3L429FA,CL049,CD00258,CY-2025,2025-06-25T17:49:00,4,Follow up after event
BR59PFLE5,CL049,CD00280,CY-2025,2025-06-25T16:27:00,1,Interested in demo
BRWFBAWKE,CL049,CD00403,CY-2024,2025-06-25T16:47:00,2,Considering retained vs project
BRUOKO2FR,CL049,CD00312,CY-2025,2025-06-25T12:57:00,4,Interested in demo
