cycle_id,candidate_id,search_id,advanced_to_next_stage,stage_score,consultant_note
CY-2025,CD00101,SR2025-11,True,3,Excellent peer references.
CY-2025,CD00101,SR2025-03,True,4,Loved the case study.
CY-2025,CD00101,SR2025-19,True,4,Very practical.
CY-2025,CD00101,SR2025-06,True,5,Great insights on AI.
CY-2025,CD00101,SR2025-12,True,3,Loved the case study.
CY-2025,CD00101,SR2025-13,True,3,Great insights on AI.
CY-2025,CD00101,SR2025-18,True,4,Loved the case study.
CY-2025,CD00192,SR2025-21,True,5,Loved the case study.
CY-2025,CD00192,SR2025-17,True,5,Loved the case study.
CY-2025,CD00192,SR2025-16,True,5,Currently in another process — moving fast.
CY-2025,CD00192,SR2025-05,True,5,More examples needed.
CY-2025,CD00192,SR2025-07,True,4,More examples needed.
CY-2025,CD00192,SR2025-19,True,4,Standout cultural fit for the client.
CY-2025,CD00158,SR2025-14,True,4,Loved the case study.
CY-2025,CD00158,SR2025-05,True,1,Wants equity component.
CY-2025,CD00158,SR2025-02,True,5,Strong speakers.
CY-2025,CD00158,SR2025-21,True,5,Loved the case study.
CY-2024,CD00072,SR2024-04,True,4,
CY-2024,CD00072,SR2024-15,True,1,Loved the case study.
CY-2024,CD00072,SR2024-14,True,4,Very practical.
CY-2024,CD00072,SR2024-20,True,1,Standout cultural fit for the client.
CY-2024,CD00072,SR2024-11,True,5,Loved the case study.
CY-2024,CD00072,SR2024-13,True,5,Too salesy.
CY-2024,CD00072,SR2024-09,True,3,Very practical.
CY-2025,CD00132,SR2025-12,True,3,Loved the case study.
CY-2025,CD00132,SR2025-02,True,3,Loved the case study.
CY-2025,CD00132,SR2025-22,True,4,"Strong commercial instinct, less operational depth."
CY-2025,CD00132,SR2025-20,True,3,Strong speakers.
CY-2025,CD00132,SR2025-06,True,4,Great insights on AI.
CY-2025,CD00132,SR2025-10,True,5,More examples needed.
CY-2025,CD00132,SR2025-14,True,4,Too salesy.
CY-2025,CD00132,SR2025-04,True,2,Strong speakers.
CY-2025,CD00132,SR2025-18,True,4,Very practical.
CY-2025,CD00174,SR2025-19,True,3,Lost out at final stage — wants to stay in touch.
CY-2025,CD00174,SR2025-18,True,4,Great insights on AI.
CY-2025,CD00174,SR2025-12,True,3,Fit for international remit.
CY-2025,CD00174,SR2025-14,True,2,Too salesy.
CY-2025,CD00174,SR2025-22,True,3,Lost out at final stage — wants to stay in touch.
CY-2025,CD00174,SR2025-03,True,1,Good moderation.
CY-2025,CD00174,SR2025-10,True,4,Fit for international remit.
CY-2025,CD00389,SR2025-11,True,5,Good moderation.
CY-2025,CD00389,SR2025-08,True,5,Strong speakers.
CY-2025,CD00389,SR2025-21,True,3,Lost out at final stage — wants to stay in touch.
CY-2025,CD00389,SR2025-20,True,2,Excellent peer references.
CY-2025,CD00389,SR2025-06,True,5,Great insights on AI.
CY-2025,CD00389,SR2025-15,True,4,More examples needed.
CY-2025,CD00389,SR2025-05,True,1,Good moderation.
CY-2025,CD00389,SR2025-12,True,5,Loved the case study.
CY-2025,CD00389,SR2025-22,True,5,Great insights on AI.
CY-2025,CD00325,SR2025-03,True,5,"Strong commercial instinct, less operational depth."
CY-2025,CD00325,SR2025-12,True,2,Too salesy.
CY-2025,CD00325,SR2025-16,True,5,Strong speakers.
CY-2025,CD00325,SR2025-21,True,5,Too salesy.
CY-2025,CD00325,SR2025-04,True,5,Loved the case study.
CY-2025,CD00325,SR2025-22,True,3,Strong speakers.
CY-2025,CD00325,SR2025-17,True,4,"Strong commercial instinct, less operational depth."
CY-2025,CD00325,SR2025-07,True,4,Very practical.
CY-2025,CD00325,SR2025-13,True,3,Wants equity component.
CY-2025,CD00295,SR2025-22,True,4,Great insights on AI.
CY-2025,CD00295,SR2025-17,True,4,Lost out at final stage — wants to stay in touch.
CY-2025,CD00295,SR2025-08,True,5,More examples needed.
CY-2025,CD00295,SR2025-12,True,4,Compensation expectation aligned.
CY-2025,CD00076,SR2025-05,True,4,Standout cultural fit for the client.
CY-2025,CD00076,SR2025-07,True,5,Loved the case study.
CY-2025,CD00076,SR2025-12,True,5,Great insights on AI.
CY-2025,CD00076,SR2025-10,True,5,Strong speakers.
CY-2025,CD00076,SR2025-09,True,5,Very practical.
CY-2025,CD00076,SR2025-11,True,5,Currently in another process — moving fast.
CY-2025,CD00076,SR2025-14,True,2,Strong speakers.
CY-2025,CD00076,SR2025-03,True,4,More examples needed.
CY-2025,CD00076,SR2025-21,True,2,Good moderation.
CY-2025,CD00076,SR2025-19,True,5,Good moderation.
CY-2025,CD00126,SR2025-10,True,3,Lost out at final stage — wants to stay in touch.
CY-2025,CD00126,SR2025-19,True,4,Lost out at final stage — wants to stay in touch.
CY-2025,CD00126,SR2025-09,True,3,Excellent peer references.
CY-2025,CD00126,SR2025-02,True,5,Great insights on AI.
CY-2025,CD00126,SR2025-03,True,4,Loved the case study.
CY-2025,CD00126,SR2025-07,True,5,Very practical.
CY-2025,CD00126,SR2025-05,True,4,More examples needed.
CY-2025,CD00126,SR2025-20,True,4,Standout cultural fit for the client.
CY-2025,CD00126,SR2025-13,True,4,Loved the case study.
CY-2025,CD00126,SR2025-06,True,4,Strong speakers.
CY-2025,CD00260,SR2025-02,True,5,Compensation expectation aligned.
CY-2025,CD00260,SR2025-08,True,3,Loved the case study.
CY-2025,CD00260,SR2025-07,True,4,"Strong commercial instinct, less operational depth."
CY-2025,CD00260,SR2025-21,True,5,Loved the case study.
CY-2025,CD00260,SR2025-05,True,5,Great insights on AI.
CY-2025,CD00167,SR2025-04,True,5,More examples needed.
CY-2025,CD00167,SR2025-17,True,4,Loved the case study.
CY-2025,CD00167,SR2025-16,True,4,Loved the case study.
CY-2025,CD00167,SR2025-11,True,5,Excellent peer references.
CY-2025,CD00167,SR2025-13,True,4,More examples needed.
CY-2025,CD00167,SR2025-02,True,3,Good moderation.
CY-2024,CD00217,SR2024-02,True,4,Loved the case study.
CY-2024,CD00217,SR2024-10,True,4,Open to relocation.
CY-2024,CD00217,SR2024-06,True,3,Currently in another process — moving fast.
CY-2024,CD00217,SR2024-13,True,4,Excellent peer references.
CY-2024,CD00217,SR2024-22,True,4,Good moderation.
CY-2024,CD00217,SR2024-07,True,5,Loved the case study.
CY-2025,CD00412,SR2025-13,True,5,Good moderation.
CY-2025,CD00412,SR2025-01,True,4,Compensation expectation aligned.
CY-2025,CD00412,SR2025-06,True,4,Loved the case study.
CY-2025,CD00412,SR2025-08,True,4,More examples needed.
CY-2025,CD00059,SR2025-06,True,5,Very practical.
CY-2025,CD00059,SR2025-01,True,3,"Strong commercial instinct, less operational depth."
CY-2025,CD00059,SR2025-14,True,4,More examples needed.
CY-2025,CD00059,SR2025-16,True,4,Compensation expectation aligned.
CY-2025,CD00059,SR2025-02,True,3,Good moderation.
CY-2025,CD00059,SR2025-07,True,4,Good moderation.
CY-2025,CD00059,SR2025-19,True,5,Great insights on AI.
CY-2025,CD00059,SR2025-18,True,2,Very practical.
CY-2024,CD00338,SR2024-15,True,4,Good moderation.
CY-2024,CD00338,SR2024-06,True,4,
CY-2024,CD00338,SR2024-13,True,4,More examples needed.
CY-2024,CD00338,SR2024-16,True,4,Good moderation.
CY-2025,CD00131,SR2025-15,True,3,Strong speakers.
CY-2025,CD00131,SR2025-02,True,3,Great insights on AI.
CY-2025,CD00131,SR2025-13,True,3,Fit for international remit.
CY-2025,CD00131,SR2025-12,True,5,Fit for international remit.
CY-2025,CD00131,SR2025-17,True,3,Lost out at final stage — wants to stay in touch.
CY-2025,CD00131,SR2025-08,True,5,Too salesy.
CY-2025,CD00021,SR2025-01,True,4,More examples needed.
CY-2025,CD00021,SR2025-16,True,1,Loved the case study.
CY-2025,CD00021,SR2025-20,True,4,Good moderation.
CY-2025,CD00021,SR2025-19,True,3,Very practical.
CY-2025,CD00021,SR2025-15,True,2,Compensation expectation aligned.
CY-2025,CD00021,SR2025-13,True,4,Lost out at final stage — wants to stay in touch.
CY-2025,CD00021,SR2025-10,True,4,Very practical.
CY-2025,CD00021,SR2025-17,True,3,Great insights on AI.
CY-2025,CD00365,SR2025-04,True,4,Too salesy.
CY-2025,CD00365,SR2025-17,True,4,More examples needed.
CY-2025,CD00365,SR2025-05,True,3,Good moderation.
CY-2025,CD00365,SR2025-03,True,4,Fit for international remit.
CY-2025,CD00365,SR2025-02,True,1,Loved the case study.
CY-2025,CD00365,SR2025-08,True,2,Too salesy.
CY-2025,CD00365,SR2025-19,True,3,Loved the case study.
CY-2025,CD00365,SR2025-16,True,4,Fit for international remit.
CY-2025,CD00375,SR2025-14,True,4,Compensation expectation aligned.
CY-2025,CD00375,SR2025-15,True,5,Loved the case study.
CY-2025,CD00375,SR2025-06,True,1,Great insights on AI.
CY-2025,CD00375,SR2025-22,True,5,Too salesy.
CY-2025,CD00375,SR2025-20,True,2,Too salesy.
CY-2025,CD00375,SR2025-04,True,4,Wants equity component.
CY-2025,CD00375,SR2025-21,True,4,Good moderation.
CY-2025,CD00375,SR2025-16,True,3,Standout cultural fit for the client.
CY-2024,CD00024,SR2024-18,True,4,Great insights on AI.
CY-2024,CD00024,SR2024-20,True,4,
CY-2024,CD00024,SR2024-06,True,4,Very practical.
CY-2024,CD00024,SR2024-12,True,5,Too salesy.
CY-2024,CD00024,SR2024-15,True,3,Good moderation.
CY-2024,CD00024,SR2024-07,True,1,Loved the case study.
CY-2024,CD00024,SR2024-16,True,4,Very practical.
CY-2024,CD00024,SR2024-03,True,3,Great insights on AI.
CY-2025,CD00063,SR2025-10,True,4,Great insights on AI.
CY-2025,CD00063,SR2025-16,True,5,More examples needed.
CY-2025,CD00063,SR2025-13,True,5,Great insights on AI.
CY-2025,CD00063,SR2025-01,True,2,Too salesy.
CY-2025,CD00063,SR2025-14,True,5,Great insights on AI.
CY-2025,CD00063,SR2025-20,True,5,Standout cultural fit for the client.
CY-2025,CD00063,SR2025-08,True,3,Very practical.
CY-2025,CD00176,SR2025-10,True,3,Compensation expectation aligned.
CY-2025,CD00176,SR2025-18,True,5,Very practical.
CY-2025,CD00176,SR2025-22,True,1,Too salesy.
CY-2025,CD00176,SR2025-06,True,5,
CY-2025,CD00176,SR2025-07,True,5,Compensation expectation aligned.
CY-2025,CD00176,SR2025-03,True,2,Loved the case study.
CY-2024,CD00318,SR2024-02,True,5,Wants equity component.
CY-2024,CD00318,SR2024-22,True,2,Strong speakers.
CY-2024,CD00318,SR2024-09,True,4,Very practical.
CY-2024,CD00318,SR2024-17,True,5,Great insights on AI.
CY-2024,CD00318,SR2024-11,True,4,Loved the case study.
CY-2025,CD00288,SR2025-20,True,4,Good moderation.
CY-2025,CD00288,SR2025-04,True,5,Currently in another process — moving fast.
CY-2025,CD00288,SR2025-22,True,5,Loved the case study.
CY-2025,CD00288,SR2025-17,True,2,Great insights on AI.
CY-2025,CD00288,SR2025-01,True,4,Strong speakers.
CY-2025,CD00208,SR2025-20,True,5,Compensation expectation aligned.
CY-2025,CD00208,SR2025-06,True,4,Compensation expectation aligned.
CY-2025,CD00208,SR2025-22,True,3,Loved the case study.
CY-2025,CD00208,SR2025-17,True,2,More examples needed.
CY-2025,CD00208,SR2025-21,True,2,"Strong commercial instinct, less operational depth."
CY-2025,CD00208,SR2025-14,True,5,Strong speakers.
CY-2025,CD00208,SR2025-18,True,5,Great insights on AI.
CY-2025,CD00208,SR2025-02,True,4,Loved the case study.
CY-2024,CD00062,SR2024-01,True,5,Loved the case study.
CY-2024,CD00062,SR2024-17,True,1,Wants equity component.
CY-2024,CD00062,SR2024-09,True,4,Lost out at final stage — wants to stay in touch.
CY-2024,CD00062,SR2024-03,True,5,Great insights on AI.
CY-2024,CD00062,SR2024-13,True,4,Strong track record in PE-backed scale-ups.
CY-2024,CD00062,SR2024-20,True,5,"Strong commercial instinct, less operational depth."
CY-2024,CD00062,SR2024-16,True,4,Too salesy.
CY-2024,CD00062,SR2024-02,True,4,Too salesy.
CY-2024,CD00249,SR2024-02,True,4,Strong speakers.
CY-2024,CD00249,SR2024-05,True,4,Strong track record in PE-backed scale-ups.
CY-2024,CD00249,SR2024-07,True,3,Wants equity component.
CY-2024,CD00249,SR2024-03,True,5,Very practical.
CY-2024,CD00249,SR2024-22,True,3,Too salesy.
CY-2024,CD00249,SR2024-18,True,3,Too salesy.
CY-2024,CD00249,SR2024-06,True,4,Compensation expectation aligned.
CY-2024,CD00249,SR2024-04,True,4,Loved the case study.
CY-2024,CD00026,SR2024-05,True,5,Open to relocation.
CY-2024,CD00026,SR2024-12,True,5,Great insights on AI.
CY-2024,CD00026,SR2024-15,True,4,Fit for international remit.
CY-2024,CD00026,SR2024-04,True,4,Very practical.
CY-2024,CD00026,SR2024-16,True,5,Good moderation.
CY-2024,CD00026,SR2024-17,True,5,Loved the case study.
CY-2024,CD00026,SR2024-03,True,5,
CY-2025,CD00274,SR2025-07,True,3,
CY-2025,CD00274,SR2025-11,True,5,Too salesy.
CY-2025,CD00274,SR2025-04,True,4,Standout cultural fit for the client.
CY-2025,CD00274,SR2025-08,True,4,Too salesy.
CY-2025,CD00274,SR2025-20,True,5,Good moderation.
CY-2025,CD00202,SR2025-12,True,5,Good moderation.
CY-2025,CD00202,SR2025-03,True,4,Good moderation.
CY-2025,CD00202,SR2025-22,True,3,Strong speakers.
CY-2025,CD00202,SR2025-10,True,5,Wants equity component.
CY-2025,CD00202,SR2025-17,True,4,Very practical.
CY-2025,CD00202,SR2025-20,True,4,Strong speakers.
CY-2025,CD00202,SR2025-08,True,2,Fit for international remit.
CY-2025,CD00202,SR2025-15,True,5,Standout cultural fit for the client.
CY-2025,CD00202,SR2025-18,True,4,Loved the case study.
CY-2025,CD00202,SR2025-07,True,5,Strong speakers.
CY-2025,CD00401,SR2025-03,True,3,Strong speakers.
CY-2025,CD00401,SR2025-11,True,5,Good moderation.
CY-2025,CD00401,SR2025-01,True,4,Strong speakers.
CY-2025,CD00401,SR2025-16,True,2,Great insights on AI.
CY-2025,CD00401,SR2025-17,True,4,Very practical.
CY-2025,CD00401,SR2025-19,True,4,Wants equity component.
CY-2025,CD00401,SR2025-22,True,4,Very practical.
CY-2025,CD00401,SR2025-09,True,4,Great insights on AI.
CY-2025,CD00401,SR2025-18,True,4,Good moderation.
CY-2025,CD00061,SR2025-01,True,4,Loved the case study.
CY-2025,CD00061,SR2025-09,True,4,Great insights on AI.
CY-2025,CD00061,SR2025-21,True,3,Great insights on AI.
CY-2025,CD00061,SR2025-18,True,2,Strong speakers.
CY-2025,CD00061,SR2025-22,True,3,Loved the case study.
CY-2025,CD00061,SR2025-04,True,4,Loved the case study.
CY-2025,CD00184,SR2025-15,True,2,Fit for international remit.
CY-2025,CD00184,SR2025-03,True,4,More examples needed.
CY-2025,CD00184,SR2025-06,True,4,Wants equity component.
CY-2025,CD00184,SR2025-16,True,4,Wants equity component.
CY-2025,CD00184,SR2025-05,True,2,Strong speakers.
CY-2025,CD00184,SR2025-10,True,4,Very practical.
CY-2025,CD00184,SR2025-09,True,4,Compensation expectation aligned.
CY-2025,CD00184,SR2025-12,True,4,Loved the case study.
CY-2025,CD00111,SR2025-07,True,5,Loved the case study.
CY-2025,CD00111,SR2025-15,True,4,Loved the case study.
CY-2025,CD00111,SR2025-13,True,5,Loved the case study.
CY-2025,CD00111,SR2025-11,True,4,Very practical.
CY-2025,CD00111,SR2025-06,True,5,Strong speakers.
CY-2025,CD00111,SR2025-17,True,4,Great insights on AI.
CY-2025,CD00111,SR2025-20,True,4,Excellent peer references.
CY-2025,CD00111,SR2025-10,True,5,Too salesy.
CY-2025,CD00111,SR2025-08,True,2,Strong speakers.
CY-2025,CD00268,SR2025-03,True,4,Very practical.
CY-2025,CD00268,SR2025-17,True,5,Too salesy.
CY-2025,CD00268,SR2025-19,True,3,Great insights on AI.
CY-2025,CD00268,SR2025-06,True,4,Lost out at final stage — wants to stay in touch.
CY-2025,CD00268,SR2025-21,True,5,Strong track record in PE-backed scale-ups.
CY-2025,CD00268,SR2025-01,True,4,Strong speakers.
CY-2025,CD00268,SR2025-15,True,3,Strong speakers.
CY-2025,CD00268,SR2025-05,True,5,Great insights on AI.
CY-2025,CD00268,SR2025-07,True,5,Open to relocation.
CY-2025,CD00294,SR2025-10,True,5,Strong speakers.
CY-2025,CD00294,SR2025-20,True,3,Loved the case study.
CY-2025,CD00294,SR2025-14,True,5,More examples needed.
CY-2025,CD00294,SR2025-05,True,5,Too salesy.
CY-2025,CD00017,SR2025-15,True,4,Strong speakers.
CY-2025,CD00017,SR2025-18,True,4,More examples needed.
CY-2025,CD00017,SR2025-12,True,4,Currently in another process — moving fast.
CY-2025,CD00017,SR2025-01,True,3,Strong track record in PE-backed scale-ups.
CY-2025,CD00017,SR2025-04,True,5,Very practical.
CY-2025,CD00017,SR2025-03,True,3,Loved the case study.
CY-2025,CD00017,SR2025-19,True,5,Very practical.
CY-2025,CD00017,SR2025-20,True,3,Too salesy.
CY-2025,CD00244,SR2025-17,True,3,Great insights on AI.
CY-2025,CD00244,SR2025-03,True,4,Good moderation.
CY-2025,CD00244,SR2025-02,True,3,Currently in another process — moving fast.
CY-2025,CD00244,SR2025-21,True,3,Open to relocation.
CY-2025,CD00244,SR2025-08,True,5,
CY-2025,CD00244,SR2025-11,True,1,Very practical.
CY-2025,CD00244,SR2025-18,True,4,Great insights on AI.
CY-2025,CD00244,SR2025-19,True,4,Currently in another process — moving fast.
CY-2025,CD00244,SR2025-14,True,5,Compensation expectation aligned.
CY-2025,CD00244,SR2025-06,True,5,Loved the case study.
CY-2025,CD00235,SR2025-04,True,3,Strong speakers.
CY-2025,CD00235,SR2025-15,True,4,Wants equity component.
CY-2025,CD00235,SR2025-22,True,3,Too salesy.
CY-2025,CD00235,SR2025-05,True,4,Too salesy.
CY-2025,CD00342,SR2025-18,True,5,More examples needed.
CY-2025,CD00342,SR2025-19,True,2,Too salesy.
CY-2025,CD00342,SR2025-02,True,5,Lost out at final stage — wants to stay in touch.
CY-2025,CD00342,SR2025-22,True,3,Wants equity component.
CY-2025,CD00342,SR2025-13,True,5,Good moderation.
CY-2025,CD00342,SR2025-17,True,5,Loved the case study.
CY-2025,CD00342,SR2025-09,True,4,
CY-2025,CD00342,SR2025-05,True,1,Strong speakers.
CY-2025,CD00342,SR2025-15,True,4,Good moderation.
CY-2025,CD00342,SR2025-11,True,4,Too salesy.
CY-2025,CD00108,SR2025-12,True,4,Good moderation.
CY-2025,CD00108,SR2025-03,True,5,Great insights on AI.
CY-2025,CD00108,SR2025-04,True,3,Strong speakers.
CY-2025,CD00108,SR2025-16,True,5,Strong speakers.
CY-2025,CD00108,SR2025-09,True,5,Strong speakers.
CY-2025,CD00108,SR2025-13,True,5,
CY-2025,CD00108,SR2025-11,True,4,Excellent peer references.
CY-2025,CD00108,SR2025-08,True,4,Loved the case study.
CY-2025,CD00108,SR2025-21,True,2,Lost out at final stage — wants to stay in touch.
CY-2025,CD00108,SR2025-18,True,3,Very practical.
CY-2025,CD00287,SR2025-12,True,5,Strong speakers.
CY-2025,CD00287,SR2025-01,True,3,Great insights on AI.
CY-2025,CD00287,SR2025-18,True,5,Excellent peer references.
CY-2025,CD00287,SR2025-11,True,4,Very practical.
CY-2025,CD00287,SR2025-10,True,4,Very practical.
CY-2024,CD00206,SR2024-01,True,4,Currently in another process — moving fast.
CY-2024,CD00206,SR2024-20,True,5,
CY-2024,CD00206,SR2024-09,True,1,"Strong commercial instinct, less operational depth."
CY-2024,CD00206,SR2024-16,True,3,
CY-2024,CD00206,SR2024-05,True,1,Good moderation.
CY-2024,CD00206,SR2024-04,True,3,Strong track record in PE-backed scale-ups.
CY-2024,CD00206,SR2024-11,True,2,Good moderation.
CY-2024,CD00206,SR2024-15,True,4,Great insights on AI.
CY-2024,CD00117,SR2024-08,True,3,Too salesy.
CY-2024,CD00117,SR2024-21,True,4,Very practical.
CY-2024,CD00117,SR2024-20,True,5,Wants equity component.
CY-2024,CD00117,SR2024-10,True,5,
CY-2024,CD00117,SR2024-04,True,4,Good moderation.
CY-2024,CD00117,SR2024-13,True,5,Open to relocation.
CY-2024,CD00117,SR2024-03,True,4,More examples needed.
CY-2024,CD00117,SR2024-22,True,4,Fit for international remit.
CY-2024,CD00117,SR2024-01,True,3,Strong speakers.
CY-2024,CD00117,SR2024-02,True,2,Great insights on AI.
CY-2024,CD00399,SR2024-13,True,5,Excellent peer references.
CY-2024,CD00399,SR2024-16,True,4,Standout cultural fit for the client.
CY-2024,CD00399,SR2024-07,True,1,Too salesy.
CY-2024,CD00399,SR2024-21,True,5,Good moderation.
CY-2024,CD00399,SR2024-20,True,4,Loved the case study.
CY-2024,CD00105,SR2024-19,True,4,Strong speakers.
CY-2024,CD00105,SR2024-20,True,3,Very practical.
CY-2024,CD00105,SR2024-16,True,4,Loved the case study.
CY-2024,CD00105,SR2024-18,True,4,Very practical.
CY-2024,CD00105,SR2024-09,True,4,Great insights on AI.
CY-2025,CD00255,SR2025-13,True,5,Very practical.
CY-2025,CD00255,SR2025-17,True,3,Loved the case study.
CY-2025,CD00255,SR2025-22,True,5,Loved the case study.
CY-2025,CD00255,SR2025-05,True,5,Good moderation.
CY-2025,CD00346,SR2025-19,True,5,More examples needed.
CY-2025,CD00346,SR2025-02,True,2,Open to relocation.
CY-2025,CD00346,SR2025-15,True,4,Strong speakers.
CY-2025,CD00346,SR2025-17,True,3,More examples needed.
CY-2025,CD00346,SR2025-20,True,4,Too salesy.
CY-2025,CD00346,SR2025-01,True,5,Strong speakers.
CY-2025,CD00346,SR2025-22,True,5,Too salesy.
CY-2025,CD00346,SR2025-13,True,4,Very practical.
CY-2025,CD00346,SR2025-16,True,5,Great insights on AI.
CY-2025,CD00344,SR2025-15,True,2,Too salesy.
CY-2025,CD00344,SR2025-08,True,2,Currently in another process — moving fast.
CY-2025,CD00344,SR2025-10,True,2,Strong speakers.
CY-2025,CD00344,SR2025-12,True,3,More examples needed.
CY-2025,CD00344,SR2025-18,True,3,Loved the case study.
CY-2025,CD00344,SR2025-17,True,4,Strong track record in PE-backed scale-ups.
CY-2025,CD00170,SR2025-11,True,4,More examples needed.
CY-2025,CD00170,SR2025-05,True,5,More examples needed.
CY-2025,CD00170,SR2025-16,True,4,Loved the case study.
CY-2025,CD00170,SR2025-14,True,4,Too salesy.
CY-2025,CD00170,SR2025-15,True,4,Wants equity component.
CY-2025,CD00170,SR2025-12,True,4,Too salesy.
CY-2025,CD00170,SR2025-17,True,1,Currently in another process — moving fast.
CY-2025,CD00170,SR2025-08,True,4,"Strong commercial instinct, less operational depth."
CY-2025,CD00170,SR2025-13,True,5,Excellent peer references.
CY-2025,CD00170,SR2025-20,True,4,Very practical.
CY-2025,CD00306,SR2025-11,True,5,Very practical.
CY-2025,CD00306,SR2025-06,True,5,Very practical.
CY-2025,CD00306,SR2025-16,True,5,Too salesy.
CY-2025,CD00306,SR2025-20,True,3,Wants equity component.
CY-2025,CD00306,SR2025-05,True,5,Too salesy.
CY-2025,CD00306,SR2025-14,True,4,Strong speakers.
CY-2025,CD00179,SR2025-07,True,4,More examples needed.
CY-2025,CD00179,SR2025-10,True,4,Excellent peer references.
CY-2025,CD00179,SR2025-09,True,4,Open to relocation.
CY-2025,CD00179,SR2025-08,True,3,Open to relocation.
CY-2025,CD00336,SR2025-08,True,5,Very practical.
CY-2025,CD00336,SR2025-02,True,4,Lost out at final stage — wants to stay in touch.
CY-2025,CD00336,SR2025-03,True,4,"Strong commercial instinct, less operational depth."
CY-2025,CD00336,SR2025-10,True,5,Very practical.
CY-2025,CD00336,SR2025-14,True,5,Very practical.
CY-2025,CD00336,SR2025-05,True,5,Lost out at final stage — wants to stay in touch.
CY-2025,CD00336,SR2025-20,True,3,Standout cultural fit for the client.
CY-2025,CD00336,SR2025-13,True,2,Loved the case study.
CY-2025,CD00028,SR2025-03,True,4,Fit for international remit.
CY-2025,CD00028,SR2025-07,True,4,Compensation expectation aligned.
CY-2025,CD00028,SR2025-21,True,5,Lost out at final stage — wants to stay in touch.
CY-2025,CD00028,SR2025-06,True,4,More examples needed.
CY-2025,CD00028,SR2025-02,True,2,Good moderation.
CY-2025,CD00028,SR2025-22,True,2,Strong speakers.
CY-2025,CD00028,SR2025-10,True,4,Compensation expectation aligned.
CY-2025,CD00028,SR2025-17,True,4,Open to relocation.
CY-2025,CD00028,SR2025-18,True,5,Loved the case study.
CY-2025,CD00177,SR2025-11,True,3,Loved the case study.
CY-2025,CD00177,SR2025-02,True,4,Very practical.
CY-2025,CD00177,SR2025-21,True,4,More examples needed.
CY-2025,CD00177,SR2025-04,True,5,Strong speakers.
CY-2025,CD00177,SR2025-18,True,4,Very practical.
CY-2025,CD00177,SR2025-05,True,5,Open to relocation.
CY-2025,CD00213,SR2025-05,True,5,Strong track record in PE-backed scale-ups.
CY-2025,CD00213,SR2025-02,True,5,Loved the case study.
CY-2025,CD00213,SR2025-19,True,5,Lost out at final stage — wants to stay in touch.
CY-2025,CD00213,SR2025-15,True,4,Very practical.
CY-2025,CD00213,SR2025-09,True,4,Strong speakers.
CY-2025,CD00340,SR2025-16,True,4,"Strong commercial instinct, less operational depth."
CY-2025,CD00340,SR2025-21,True,5,
CY-2025,CD00340,SR2025-12,True,3,Good moderation.
CY-2025,CD00340,SR2025-15,True,4,Too salesy.
CY-2024,CD00303,SR2024-05,True,4,Loved the case study.
CY-2024,CD00303,SR2024-21,True,5,Great insights on AI.
CY-2024,CD00303,SR2024-14,True,4,More examples needed.
CY-2024,CD00303,SR2024-17,True,2,Very practical.
CY-2024,CD00303,SR2024-15,True,5,Too salesy.
CY-2024,CD00303,SR2024-16,True,5,More examples needed.
CY-2024,CD00303,SR2024-02,True,4,Currently in another process — moving fast.
CY-2024,CD00303,SR2024-04,True,5,Very practical.
CY-2024,CD00069,SR2024-10,True,5,Lost out at final stage — wants to stay in touch.
CY-2024,CD00069,SR2024-07,True,3,More examples needed.
CY-2024,CD00069,SR2024-15,True,4,Great insights on AI.
CY-2024,CD00069,SR2024-08,True,3,
CY-2024,CD00069,SR2024-17,True,4,Good moderation.
CY-2024,CD00069,SR2024-05,True,4,Great insights on AI.
CY-2024,CD00069,SR2024-03,True,1,Compensation expectation aligned.
CY-2024,CD00069,SR2024-09,True,3,Too salesy.
CY-2024,CD00069,SR2024-04,True,5,"Strong commercial instinct, less operational depth."
CY-2024,CD00069,SR2024-12,True,4,Currently in another process — moving fast.
CY-2024,CD00152,SR2024-06,True,4,Good moderation.
CY-2024,CD00152,SR2024-13,True,5,Good moderation.
CY-2024,CD00152,SR2024-10,True,4,Currently in another process — moving fast.
CY-2024,CD00152,SR2024-05,True,5,Very practical.
CY-2024,CD00152,SR2024-18,True,5,Lost out at final stage — wants to stay in touch.
CY-2024,CD00152,SR2024-19,True,4,Strong speakers.
CY-2024,CD00152,SR2024-17,True,4,Good moderation.
CY-2024,CD00152,SR2024-20,True,5,Strong speakers.
CY-2025,CD00335,SR2025-10,True,5,Too salesy.
CY-2025,CD00335,SR2025-21,True,2,Loved the case study.
CY-2025,CD00335,SR2025-13,True,3,Currently in another process — moving fast.
CY-2025,CD00335,SR2025-03,True,5,Strong speakers.
CY-2025,CD00335,SR2025-22,True,3,More examples needed.
CY-2025,CD00335,SR2025-02,True,3,
CY-2025,CD00335,SR2025-01,True,4,Standout cultural fit for the client.
CY-2025,CD00088,SR2025-19,True,4,Very practical.
CY-2025,CD00088,SR2025-04,True,3,More examples needed.
CY-2025,CD00088,SR2025-18,True,4,Excellent peer references.
CY-2025,CD00088,SR2025-11,True,4,Too salesy.
CY-2025,CD00088,SR2025-17,True,4,Loved the case study.
CY-2025,CD00088,SR2025-07,True,5,Compensation expectation aligned.
CY-2025,CD00088,SR2025-05,True,4,More examples needed.
CY-2025,CD00088,SR2025-03,True,5,More examples needed.
